OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
12949,Jack O'Neill,DB,26.62,Active Dissipation Actuator,91.00,27.97,1.03,2545.27,93.73,702.501800,3341.501800,12/31/2016
12958,Clara Oswald,DM,30.27,Central Frequency Conduit,382.00,22.63,0.45,8644.66,171.90,2668.772712,11485.332712,02/20/2018
12959,Mazer Rackham,PB,12.00,Starboard Molecular Transference Grid,60.00,31.46,2.66,1887.60,159.60,245.6640,2292.8640,10/10/2018
12960,Qui-Gon Jinn,CR,0.99,Magnetic Confinement Injector,170.00,13.18,4.40,2240.60,748.00,29.587140,3018.187140,05/01/2018
12963,Anakin Skywalker,WG,18.89,Peanut Shells,77.00,3.00,-3.30,231.00,-254.10,-4.363590,-27.463590,10/13/2018
12964,Odo,WA,-4.80,Duotronic Interference Actuator,187.00,36.30,1.10,6788.10,205.70,-335.70240,6658.09760,10/12/2017
12965,Andy Weir,RG,53.24,Secondary Polarization Capacitor,255.00,36.30,3.27,9256.50,833.85,5372.102340,15462.452340,01/15/2017
12966,B'Elanna Torres,LF,16.10,Negative Control Compensator,198.00,25.41,1.00,5031.18,198.00,841.89798,6071.07798,02/02/2017
12967,Rory Williams,FA,34.00,Subspace Phase Circuit,89.00,33.28,1.21,2961.92,107.69,1043.6674,4113.2774,01/10/2018
12975,Wesley Crusher,GT,29.70,Modular Transition Modulator,306.00,48.98,1.10,14987.88,336.60,4551.37056,19875.85056,10/07/2017
12977,Jean-Luc Picard,WA,-4.80,Secondary Transition Regulator,56.00,43.19,3.30,2418.64,184.80,-124.96512,2478.47488,03/22/2017
12981,Daniel Jackson,IR,23.10,Bioneural Degeneration Sensor,164.00,24.20,3.30,3968.80,541.20,1041.81000,5551.81000,12/20/2017
12982,Rae Sloane,BM,-3.30,Modular Transition Modulator,231.00,48.98,1.10,11314.38,254.10,-381.75984,11186.72016,03/04/2018
12990,Doctor Who,DO,39.00,Bioneural Degeneration Sensor,76.00,24.20,3.30,1839.20,250.80,815.1000,2905.1000,10/13/2018
12993,Odo,CO,43.92,Secondary Polarization Capacitor,182.00,36.30,3.27,6606.60,595.14,3163.004208,10364.744208,08/23/2017
12994,Q,AS,38.25,Universal Gravitronic Dissipation Node,183.00,20.42,4.68,3736.86,856.44,1756.937250,6350.237250,10/03/2017
12995,Teal'c,BF,30.80,Central Frequency Conduit,178.00,22.63,0.45,4028.14,80.10,1265.33792,5373.57792,05/06/2017
12996,Qui-Gon Jinn,BS,44.68,Subspace Transference Cell,104.00,55.04,2.37,5724.16,246.48,2667.681952,8638.321952,06/16/2017
12996,Jack O'Neill,LA,0.00,Negative Transference Index,257.00,18.41,3.30,4731.37,848.10,0.0000,5579.4700,08/27/2018
13003,Qui-Gon Jinn,WR,8.35,Molten Lava,98.00,735.66,53.90,72094.68,5282.20,6460.969480,83837.849480,10/15/2016
13010,Tuvok,FH,-4.94,Rose Petals,178.00,223.30,1.00,39747.40,178.00,-1972.314760,37953.085240,05/21/2017
13010,Tuvok,CY,-4.84,Duotronic Field Transducer,341.00,22.63,3.99,7716.83,1360.59,-439.347128,8638.072872,10/27/2016
13011,Jonas Quinn,CV,53.24,Starboard Molecular Transference Grid,38.00,31.46,2.66,1195.48,101.08,690.288544,1986.848544,05/29/2017
13012,C-3PO,FS,0.00,Negative Transference Index,342.00,18.41,3.30,6296.22,1128.60,0.0000,7424.8200,01/23/2018
13013,Chakotay,WA,-4.80,Molten Lava,187.00,735.66,53.90,137568.42,10079.30,-7087.09056,140560.62944,09/05/2018
13014,Neelix,FS,0.00,Tachyon Frequency Matrix,211.00,56.87,1.00,11999.57,211.00,0.0000,12210.5700,07/02/2017
13015,Data,MM,7.60,Dandelion Fluff,105.00,3.80,1.77,399.00,185.85,44.44860,629.29860,10/07/2016
13016,Boba Fett,CR,0.99,Negative Flux Conduit,239.00,41.88,3.00,10009.32,717.00,106.190568,10832.510568,10/20/2018
13021,Chakotay,SM,30.60,Modular Inertial Replication Scanner,83.00,7.70,3.63,639.10,301.29,287.75934,1228.14934,09/06/2017
13022,Darth Sidious,PM,1.33,Quantum Replication System,240.00,18.15,3.30,4356.00,792.00,68.468400,5216.468400,06/26/2017
13023,Tuvok,BO,26.09,Subspace Transference Cell,319.00,55.04,2.37,17557.76,756.03,4778.067811,23091.857811,07/24/2017
13030,Q,LO,10.37,Modular Polarization Cell,137.00,7.59,0.00,1039.83,0.00,107.830371,1147.660371,01/04/2017
13031,Tuvok,ED,40.00,Inertial Control Modulator,113.00,42.22,0.68,4770.86,76.84,1939.0800,6786.7800,05/21/2019
13032,Rae Sloane,FS,0.00,Holographic Transition Multiplexer,144.00,51.70,2.20,7444.80,316.80,0.0000,7761.6000,10/07/2018
13033,Andy Weir,FA,34.00,Negative Flux Conduit,186.00,41.88,3.00,7789.68,558.00,2838.2112,11185.8912,08/14/2018
13034,B'Elanna Torres,RG,53.24,Modular Polarization Cell,189.00,7.59,0.00,1434.51,0.00,763.733124,2198.243124,08/13/2018
13043,Jabba the Hutt,PB,12.00,Holographic Transition Multiplexer,74.00,51.70,2.20,3825.80,162.80,478.6320,4467.2320,02/11/2017
13044,Darth Maul,RK,31.00,Auxiliary Transition Buffer,118.00,37.33,5.35,4404.94,631.30,1561.2344,6597.4744,04/28/2018
13045,Admiral Gial Ackbar,SM,30.60,Negative Flux Conduit,293.00,41.88,3.00,12270.84,879.00,4023.85104,17173.69104,02/04/2019
13046,Chakotay,LA,0.00,Modular Transition Modulator,147.00,48.98,1.10,7200.06,161.70,0.0000,7361.7600,01/27/2018
13053,Rae Sloane,MM,7.60,Starboard Molecular Transference Grid,346.00,31.46,2.66,10885.16,920.36,897.21952,12702.73952,01/31/2017
13055,Q,FM,18.70,Rose Petals,184.00,223.30,1.00,41087.20,184.00,7717.71440,48988.91440,10/10/2017
13056,Daniel Jackson,TF,39.60,Tachyon Frequency Matrix,71.00,56.87,1.00,4037.77,71.00,1627.07292,5735.84292,08/25/2017
13061,B'Elanna Torres,CM,20.39,Starboard Molecular Transference Grid,77.00,31.46,2.66,2422.42,204.82,535.694236,3162.934236,04/21/2017
13062,Neelix,LB,15.80,Negative Flux Conduit,119.00,41.88,3.00,4983.72,357.00,843.83376,6184.55376,07/28/2018
13063,Jean-Luc Picard,TS,32.58,Modular Holographic Interference Drive,11.00,31.21,0.92,343.31,10.12,115.147494,468.577494,03/22/2018
13065,Jango Fett,AS,38.25,Tachyon Frequency Matrix,87.00,56.87,1.00,4947.69,87.00,1925.768925,6960.458925,02/16/2018
13072,Donna Noble,RC,46.20,Negative Isolinear Control Cell,214.00,16.50,2.02,3531.00,432.28,1831.03536,5794.31536,05/17/2019
13073,Jonas Quinn,FH,-4.94,Modular Holographic Interference Drive,117.00,31.21,0.92,3651.57,107.64,-185.704974,3573.505026,04/19/2018
13080,Neelix,WF,23.43,Secondary Polarization Capacitor,193.00,36.30,3.27,7005.90,631.11,1789.351443,9426.361443,06/29/2017
13081,Darth Sidious,PM,1.33,Subspace Phase Circuit,51.00,33.28,1.21,1697.28,61.71,23.394567,1782.384567,11/21/2016
13082,Hugh of Borg,CY,-4.84,Forward Ion Pulse Capacitor,285.00,1.20,2.20,342.00,627.00,-46.899600,922.100400,06/25/2018
13088,James T. Kirk,TA,39.60,Modular Polarization Cell,352.00,7.59,0.00,2671.68,0.00,1057.98528,3729.66528,01/29/2018
13095,Admiral Gial Ackbar,CY,-4.84,Negative Flux Conduit,124.00,41.88,3.00,5193.12,372.00,-269.351808,5295.768192,02/24/2017
13095,Wesley Crusher,RK,31.00,Starboard Molecular Transference Grid,335.00,31.46,2.66,10539.10,891.10,3543.3620,14973.5620,08/30/2017
13096,Worf,CZ,-3.08,Burlap,134.00,6.60,0.00,884.40,0.00,-27.239520,857.160480,11/13/2016
13101,Doctor Who,TS,32.58,Holographic Variance Sensor,197.00,37.49,1.83,7385.53,360.51,2523.659832,10269.699832,06/28/2018
13105,Mazer Rackham,DO,39.00,Subspace Transference Cell,144.00,55.04,2.37,7925.76,341.28,3224.1456,11491.1856,12/06/2016
13106,Miles O'Brien,RI,25.58,Molten Lava,221.00,735.66,53.90,162580.86,11911.90,44635.248008,219128.008008,11/08/2017
13111,Teal'c,SO,39.00,Gravitronic Polarization Sequencer,72.00,7.82,1.81,563.04,130.32,270.4104,963.7704,07/16/2018
13112,Boba Fett,RG,53.24,Modular Inertial Replication Scanner,145.00,7.70,3.63,1116.50,526.35,874.653340,2517.503340,10/10/2018
13114,R2-D2,LA,0.00,Particle Deflector Grid,121.00,44.33,5.32,5363.93,643.72,0.0000,6007.6500,10/21/2016
13115,Jean-Luc Picard,AS,38.25,Magnetic Confinement Injector,336.00,13.18,4.40,4428.48,1478.40,2259.381600,8166.261600,01/09/2017
13123,Martha Jones,CI,30.25,Forward Ion Pulse Capacitor,271.00,1.20,2.20,325.20,596.20,278.723500,1200.123500,09/30/2017
13124,Jack O'Neill,AM,18.63,Quantum Dissipation Matrix,208.00,31.39,0.58,6529.12,120.64,1238.850288,7888.610288,06/01/2017
13125,James T. Kirk,FM,18.70,Rose Petals,314.00,223.30,1.00,70116.20,314.00,13170.44740,83600.64740,04/25/2017
13126,Geordi La Forge,CO,43.92,Modular Transition Modulator,265.00,48.98,1.10,12979.70,291.50,5828.711040,19099.911040,01/08/2018
13127,Qui-Gon Jinn,BO,26.09,Dandelion Fluff,251.00,3.80,1.77,953.80,444.27,364.756463,1762.826463,11/13/2016
13132,Daniel Jackson,LF,16.10,Quantum Replication System,231.00,18.15,3.30,4192.65,762.30,797.74695,5752.69695,08/22/2017
13133,Greedo,AM,18.63,Negative Flux Conduit,187.00,41.88,3.00,7831.56,561.00,1563.533928,9956.093928,09/30/2018
13135,Anakin Skywalker,SC,41.56,Inertial Transference Modulator,97.00,39.59,0.00,3840.23,0.00,1595.999588,5436.229588,12/11/2017
13139,Mazer Rackham,DM,30.27,Primary Flux Matrix,136.00,11.22,0.00,1525.92,0.00,461.895984,1987.815984,10/23/2016
13140,Worf,SR,47.32,Reserve Axial Dissipation Inverter,107.00,0.00,3.36,0.00,359.52,170.124864,529.644864,03/20/2018
13141,Daniel Jackson,AM,18.63,Starboard Duotronic Transition Multiplexer,53.00,20.41,3.99,1081.73,211.47,240.923160,1534.123160,10/11/2017
13142,Lando Calrissian,WE,16.50,Dandelion Fluff,277.00,3.80,1.77,1052.60,490.29,254.57685,1797.46685,05/01/2018
13148,River Song,IC,0.00,Dandelion Fluff,179.00,3.80,1.77,680.20,316.83,0.0000,997.0300,01/21/2017
13149,Samantha Carter,CV,53.24,Bioneural Degeneration Sensor,136.00,24.20,3.30,3291.20,448.80,1991.176000,5731.176000,04/19/2018
13153,Rory Williams,CB,1.61,Duotronic Field Transducer,133.00,22.63,3.99,3009.79,530.67,57.001406,3597.461406,02/07/2018
13157,Geordi La Forge,FS,0.00,Central Frequency Conduit,181.00,22.63,0.45,4096.03,81.45,0.0000,4177.4800,12/22/2016
13158,Luke Skywalker,RC,46.20,Active Dissipation Actuator,91.00,27.97,1.03,2545.27,93.73,1219.21800,3858.21800,06/15/2018
13165,Teal'c,DB,26.62,Rose Petals,171.00,223.30,1.00,38184.30,171.00,10210.180860,48565.480860,09/21/2018
13171,Clara Oswald,AM,18.63,Reserve Axial Dissipation Inverter,253.00,0.00,3.36,0.00,850.08,158.369904,1008.449904,05/22/2017
13172,Samantha Carter,VS,3.30,Modular Inertial Replication Scanner,77.00,7.70,3.63,592.90,279.51,28.78953,901.19953,01/13/2018
13173,Tuvok,SO,39.00,Starboard Duotronic Transition Multiplexer,247.00,20.41,3.99,5041.27,985.53,2350.4520,8377.2520,04/24/2018
13173,Worf,LO,10.37,Negative Control Compensator,248.00,25.41,1.00,6301.68,248.00,679.201816,7228.881816,09/22/2017
13180,Ender Wiggin,IC,0.00,Active Dissipation Actuator,306.00,27.97,1.03,8558.82,315.18,0.0000,8874.0000,05/18/2018
13181,Odo,CY,-4.84,Quantum Replication System,246.00,18.15,3.30,4464.90,811.80,-255.392280,5021.307720,12/15/2016
13182,River Song,SC,41.56,Holographic Transition Multiplexer,256.00,51.70,2.20,13235.20,563.20,5734.615040,19533.015040,11/30/2016
13188,Senator Palpatine,CO,43.92,Active Transition Buffer,206.00,47.27,2.20,9737.62,453.20,4475.808144,14666.628144,11/03/2016
13189,Lando Calrissian,CY,-4.84,Negative Control Compensator,311.00,25.41,1.00,7902.51,311.00,-397.533884,7815.976116,11/09/2016
13190,Miles O'Brien,CA,39.49,Duotronic Phase Coil,133.00,62.56,2.84,8320.48,377.72,3434.919180,12133.119180,02/20/2018
13195,Samantha Carter,MM,7.60,Active Dissipation Actuator,176.00,27.97,1.03,4922.72,181.28,387.90400,5491.90400,03/01/2017
13196,Wesley Crusher,DM,30.27,Modular Transition Modulator,109.00,48.98,1.10,5338.82,119.90,1652.354544,7111.074544,09/12/2016
13199,Martha Jones,AM,18.63,Quantum Dissipation Matrix,295.00,31.39,0.58,9260.05,171.10,1757.023245,11188.173245,11/30/2017
13200,Amy Pond,DM,30.27,Inertial Transference Modulator,315.00,39.59,0.00,12470.85,0.00,3774.926295,16245.776295,03/01/2018
13201,B'Elanna Torres,IR,23.10,Dynamic Resonance Buffer,115.00,22.63,4.08,2602.45,469.20,709.55115,3781.20115,09/15/2017
13202,Chakotay,DM,30.27,Marmite,87.00,-2.22,3.63,-193.14,315.81,37.132209,159.802209,08/25/2017
13203,Darth Sidious,OS,29.83,Dandelion Fluff,95.00,3.80,1.77,361.00,168.15,157.845445,686.995445,09/09/2017
13204,Samantha Carter,CV,53.24,Duotronic Phase Coil,188.00,62.56,2.84,11761.28,533.92,6545.964480,18841.164480,06/08/2017
13205,Tasha Yar,TM,-7.23,Modular Transition Modulator,191.00,48.98,1.10,9355.18,210.10,-691.569744,8873.710256,08/09/2017
13206,Boba Fett,IC,0.00,Rose Petals,108.00,223.30,1.00,24116.40,108.00,0.0000,24224.4000,06/13/2017
13212,Darth Maul,WT,2.42,Secondary Polarization Capacitor,98.00,36.30,3.27,3557.40,320.46,93.844212,3971.704212,09/21/2017
13220,C-3PO,FC,50.37,Negative Isolinear Control Cell,162.00,16.50,2.02,2673.00,327.24,1511.220888,4511.460888,04/21/2017
13221,Ender Wiggin,DB,26.62,Reserve Axial Dissipation Inverter,57.00,0.00,3.36,0.00,191.52,50.982624,242.502624,12/07/2016
13223,Tasha Yar,FA,34.00,Gravitronic Polarization Sequencer,292.00,7.82,1.81,2283.44,528.52,956.0664,3768.0264,04/14/2018
13224,Lando Calrissian,CR,0.99,Starboard Molecular Transference Grid,140.00,31.46,2.66,4404.40,372.40,47.290320,4824.090320,09/28/2017
13225,Hugh of Borg,IR,23.10,Modular Transition Modulator,191.00,48.98,1.10,9355.18,210.10,2209.57968,11774.85968,09/04/2017
13234,Sarah Jane Smith,BM,-3.30,Holographic Variance Sensor,191.00,37.49,1.83,7160.59,349.53,-247.83396,7262.28604,08/07/2018
13235,Jango Fett,CA,39.49,Primary Flux Matrix,240.00,11.22,0.00,2692.80,0.00,1063.386720,3756.186720,07/16/2018
13239,Lando Calrissian,LI,29.61,Duotronic Phase Coil,136.00,62.56,2.84,8508.16,386.24,2633.631840,11528.031840,09/26/2017
13240,R2-D2,TA,39.60,Starboard Duotronic Transition Multiplexer,349.00,20.41,3.99,7123.09,1392.51,3372.17760,11887.77760,08/21/2016
13242,Obi-Wan Kenobi,WT,2.42,Dynamic Resonance Buffer,94.00,22.63,4.08,2127.22,383.52,60.759908,2571.499908,08/14/2018
13248,Data,AA,35.67,Modular Inertial Replication Scanner,194.00,7.70,3.63,1493.80,704.22,784.033734,2982.053734,02/25/2018
13248,Wesley Crusher,CH,43.33,Quantum Replication System,218.00,18.15,3.30,3956.70,719.40,2026.154130,6702.254130,07/21/2019
13249,Tuvok,FM,18.70,Duotronic Phase Coil,241.00,62.56,2.84,15076.96,684.44,2947.38180,18708.78180,09/08/2017
13255,Amy Pond,FA,34.00,Magnetic Confinement Injector,149.00,13.18,4.40,1963.82,655.60,890.6028,3510.0228,05/06/2018
13257,Worf,LI,29.61,Quantum Replication System,338.00,18.15,3.30,6134.70,1115.40,2146.754610,9396.854610,02/20/2017
13264,Jonas Quinn,IC,0.00,Peanut Shells,205.00,3.00,-3.30,615.00,-676.50,0.0000,-61.5000,09/18/2017
13268,Hiro Protagonist,TM,-7.23,Holographic Variance Sensor,252.00,37.49,1.83,9447.48,461.16,-716.394672,9192.245328,05/29/2018
13271,Martha Jones,SM,30.60,Magnetic Confinement Injector,233.00,13.18,4.40,3070.94,1025.20,1253.41884,5349.55884,07/28/2018
13274,River Song,FA,34.00,Modular Polarization Cell,198.00,7.59,0.00,1502.82,0.00,510.9588,2013.7788,11/16/2016
13281,Rae Sloane,CO,43.92,Rose Petals,222.00,223.30,1.00,49572.60,222.00,21869.788320,71664.388320,01/07/2018
13282,Andy Weir,SC,41.56,Negative Flux Conduit,273.00,41.88,3.00,11433.24,819.00,5092.030944,17344.270944,08/23/2018
13283,Clara Oswald,LM,41.00,Primary Flux Matrix,127.00,11.22,0.00,1424.94,0.00,584.2254,2009.1654,09/11/2016
13288,Doctor Who,CM,20.39,Holographic Variance Sensor,162.00,37.49,1.83,6073.38,296.46,1298.810376,7668.650376,06/01/2017
13289,Jango Fett,CI,30.25,Negative Transference Index,192.00,18.41,3.30,3534.72,633.60,1260.916800,5429.236800,11/22/2017
13295,Doctor Who,CM,20.39,Negative Transference Index,290.00,18.41,3.30,5338.90,957.00,1283.734010,7579.634010,06/22/2017
13302,Mazer Rackham,LB,15.80,Negative Flux Conduit,212.00,41.88,3.00,8878.56,636.00,1503.30048,11017.86048,03/23/2017
13303,Martha Jones,CH,43.33,Duotronic Field Transducer,141.00,22.63,3.99,3190.83,562.59,1626.356886,5379.776886,05/09/2018
13309,Quark,WE,16.50,Forward Ion Pulse Capacitor,165.00,1.20,2.20,198.00,363.00,92.56500,653.56500,06/07/2017
13310,BB-8,BF,30.80,Negative Flux Conduit,249.00,41.88,3.00,10428.12,747.00,3441.93696,14617.05696,05/24/2017
13310,R2-D2,CR,0.99,Holographic Transition Multiplexer,179.00,51.70,2.20,9254.30,393.80,95.516190,9743.616190,10/11/2017
13311,Wesley Crusher,BF,30.80,Negative Transference Index,144.00,18.41,3.30,2651.04,475.20,962.88192,4089.12192,11/29/2016
13317,Boba Fett,ED,40.00,Modular Holographic Interference Drive,187.00,31.21,0.92,5836.27,172.04,2403.3240,8411.6340,04/05/2017
13318,Boba Fett,LO,10.37,Negative Transference Index,157.00,18.41,3.30,2890.37,518.10,353.458339,3761.928339,07/24/2017
13319,Tuvok,FC,50.37,Quantum Dissipation Matrix,367.00,31.39,0.58,11520.13,212.86,5909.907063,17642.897063,11/02/2016
13320,Hiro Protagonist,WE,16.50,Inertial Transference Modulator,236.00,39.59,0.00,9343.24,0.00,1541.63460,10884.87460,09/28/2017
13326,Jonas Quinn,PM,1.33,Duotronic Interference Actuator,277.00,36.30,1.10,10055.10,304.70,137.785340,10497.585340,09/14/2018
13327,Jack O'Neill,BF,30.80,Starboard Duotronic Transition Multiplexer,277.00,20.41,3.99,5653.57,1105.23,2081.71040,8840.51040,10/15/2018
13328,Wesley Crusher,VS,3.30,Negative Flux Conduit,112.00,41.88,3.00,4690.56,336.00,165.87648,5192.43648,08/26/2017
13335,Amy Pond,BS,44.68,Bioneural Polarization Coil,202.00,36.10,4.39,7292.20,886.78,3654.368264,11833.348264,09/09/2017
13336,Andy Weir,OS,29.83,Duotronic Phase Coil,309.00,62.56,2.84,19331.04,877.56,6028.225380,26236.825380,11/02/2017
13337,Amy Pond,WR,8.35,Active Dissipation Actuator,378.00,27.97,1.03,10572.66,389.34,915.327000,11877.327000,05/10/2018
13338,Q,CC,45.98,Inertial Transference Modulator,255.00,39.59,0.00,10095.45,0.00,4641.887910,14737.337910,08/20/2017
13343,Lando Calrissian,FC,50.37,Primary Flux Matrix,272.00,11.22,0.00,3051.84,0.00,1537.211808,4589.051808,07/20/2017
13344,Worf,DO,39.00,Forward Ion Pulse Capacitor,225.00,1.20,2.20,270.00,495.00,298.3500,1063.3500,09/12/2017
13352,Teal'c,CM,20.39,Particle Deflector Grid,122.00,44.33,5.32,5408.26,649.04,1235.083470,7292.383470,01/21/2019
13354,Neelix,LI,29.61,Modular Holographic Interference Drive,362.00,31.21,0.92,11298.02,333.04,3443.956866,15075.016866,10/19/2018
13355,K-9,HM,39.60,Subspace Transference Cell,294.00,55.04,2.37,16181.76,696.78,6683.90184,23562.44184,01/13/2017
13355,R2-D2,LC,41.80,Secondary Transition Regulator,338.00,43.19,3.30,14598.22,1115.40,6568.29316,22281.91316,12/04/2017
13360,Andy Weir,DO,42.90,Duotronic Phase Coil,197.00,62.56,2.84,12324.32,559.48,5527.15020,18410.95020,05/13/2017
13361,Lando Calrissian,MM,7.60,Particle Deflector Grid,97.00,44.33,5.32,4300.01,516.04,366.01980,5182.06980,03/21/2018
13363,Clara Oswald,LA,0.00,Inertial Control Modulator,342.00,42.22,0.68,14439.24,232.56,0.0000,14671.8000,12/24/2017
13365,Sarah Jane Smith,DB,26.62,Negative Control Compensator,312.00,25.41,1.00,7927.92,312.00,2193.466704,10433.386704,03/09/2017
13373,William Riker,TM,-7.23,Particle Deflector Grid,112.00,44.33,5.32,4964.96,595.84,-402.045840,5158.754160,11/02/2016
13373,Odo,RS,40.61,Duotronic Phase Coil,236.00,62.56,2.84,14764.16,670.24,6267.909840,21702.309840,12/04/2017
13374,Anakin Skywalker,WO,41.14,Negative Polarization Grid,209.00,20.28,2.89,4238.52,604.01,1992.216842,6834.746842,02/16/2018
13375,Obi-Wan Kenobi,RG,53.24,Modular Transition Modulator,330.00,48.98,1.10,16163.40,363.00,8798.655360,25325.055360,09/14/2016
13377,Jonas Quinn,PB,12.00,Bioneural Degeneration Sensor,77.00,24.20,3.30,1863.40,254.10,254.1000,2371.6000,06/15/2017
13378,Miles O'Brien,BS,44.68,Marmite,244.00,-2.22,3.63,-541.68,885.72,153.717072,497.757072,10/22/2016
13379,Hiro Protagonist,DM,30.27,Universal Gravitronic Dissipation Node,237.00,20.42,4.68,4839.54,1109.16,1800.671490,7749.371490,03/20/2018
13384,Darth Sidious,SO,39.00,Subspace Transference Cell,261.00,55.04,2.37,14365.44,618.57,5843.7639,20827.7739,11/21/2016
13385,Qui-Gon Jinn,FO,33.19,Modular Inertial Replication Scanner,162.00,7.70,3.63,1247.40,588.06,609.189174,2444.649174,03/22/2018
13394,Pavel Chekov,RI,25.58,Universal Gravitronic Dissipation Node,126.00,20.42,4.68,2572.92,589.68,808.993080,3971.593080,10/15/2017
13395,Odo,CA,39.49,Bioneural Degeneration Sensor,267.00,24.20,3.30,6461.40,881.10,2899.553250,10242.053250,10/15/2018
13398,Teal'c,LS,1.10,Universal Degeneration Emitter,318.00,33.88,4.27,10773.84,1357.86,133.44870,12265.14870,02/21/2019
13398,Mazer Rackham,AA,35.67,Negative Polarization Grid,271.00,20.28,2.89,5495.88,783.19,2239.744269,8518.814269,11/21/2017
13399,Wade Watts,BF,30.80,Holographic Transition Multiplexer,146.00,51.70,2.20,7548.20,321.20,2423.77520,10293.17520,07/09/2017
13406,Senator Palpatine,WA,-4.80,Burlap,278.00,6.60,0.00,1834.80,0.00,-88.07040,1746.72960,01/22/2017
13406,Jango Fett,VS,3.30,Forward Ion Pulse Capacitor,194.00,1.20,2.20,232.80,426.80,21.76680,681.36680,09/06/2017
13407,Jack O'Neill,FS,0.00,Modular Holographic Interference Drive,189.00,31.21,0.92,5898.69,173.88,0.0000,6072.5700,04/19/2017
13415,Doctor Who,CH,43.33,Universal Degeneration Emitter,157.00,33.88,4.27,5319.16,670.39,2595.272015,8584.822015,08/18/2018
13422,James T. Kirk,LM,41.00,Negative Transference Index,162.00,18.41,3.30,2982.42,534.60,1441.9782,4958.9982,03/30/2018
13422,Jack O'Neill,CR,0.99,Holographic Transition Multiplexer,202.00,51.70,2.20,10443.40,444.40,107.789220,10995.589220,09/06/2017
13423,Hugh of Borg,BO,26.09,Universal Gravitronic Dissipation Node,318.00,20.42,4.68,6493.56,1488.24,2082.451620,10064.251620,08/16/2018
13425,Wesley Crusher,MO,-2.20,Particle Deflector Grid,139.00,44.33,5.32,6161.87,739.48,-151.82970,6749.52030,07/21/2016
13426,Worf,SM,30.60,Secondary Polarization Capacitor,149.00,36.30,3.27,5408.70,487.23,1804.15458,7700.08458,09/01/2017
13427,BB-8,RI,25.58,Burlap,129.00,6.60,0.00,851.40,0.00,217.788120,1069.188120,10/21/2015
13433,Darth Sidious,WA,-4.80,Inertial Transference Modulator,91.00,39.59,0.00,3602.69,0.00,-172.92912,3429.76088,10/20/2017
13438,Jabba the Hutt,WE,16.50,Central Frequency Conduit,195.00,22.63,0.45,4412.85,87.75,742.59900,5243.19900,10/22/2016
13439,Andy Weir,MM,7.60,Duotronic Interference Actuator,359.00,36.30,1.10,13031.70,394.90,1020.42160,14447.02160,06/09/2017
13447,Art3mis,DM,30.27,Negative Isolinear Control Cell,301.00,16.50,2.02,4966.50,608.02,1687.407204,7261.927204,01/26/2016
13456,Jack O'Neill,HR,-3.99,Forward Ion Pulse Capacitor,121.00,1.20,2.20,145.20,266.20,-16.414860,394.985140,02/17/2018
13460,Rory Williams,PB,12.00,Inertial Control Modulator,305.00,42.22,0.68,12877.10,207.40,1570.1400,14654.6400,06/20/2017
13461,Darth Sidious,CV,53.24,Reserve Axial Dissipation Inverter,318.00,0.00,3.36,0.00,1068.48,568.858752,1637.338752,02/11/2017
13469,BB-8,BO,26.09,Negative Isolinear Control Cell,315.00,16.50,2.02,5197.50,636.30,1522.038420,7355.838420,05/01/2017
13470,Obi-Wan Kenobi,RK,31.00,Universal Gravitronic Dissipation Node,272.00,20.42,4.68,5554.24,1272.96,2116.4320,8943.6320,12/28/2016
13471,Darth Sidious,HR,-3.99,Holographic Variance Sensor,163.00,37.49,1.83,6110.87,298.29,-255.725484,6153.434516,09/15/2017
13472,Sarah Jane Smith,AA,35.67,Molten Lava,262.00,809.23,53.90,212018.26,14121.80,80664.159402,306804.219402,09/14/2016
13473,Andy Weir,LS,1.10,Negative Isolinear Control Cell,257.00,16.50,2.02,4240.50,519.14,52.35604,4811.99604,05/04/2018
13474,Odo,CB,1.61,Auxiliary Transition Buffer,179.00,37.33,5.89,6682.07,1054.31,124.555718,7860.935718,08/25/2017
13475,Wesley Crusher,PB,12.00,Rose Petals,60.00,223.30,1.00,13398.00,60.00,1614.9600,15072.9600,03/04/2017
13476,Jango Fett,DM,30.27,Dynamic Resonance Buffer,289.00,22.63,4.08,6540.07,1179.12,2336.598813,10055.788813,04/04/2018
13481,Darth Maul,WG,18.89,Marmite,241.00,-2.22,3.63,-535.02,874.83,64.190109,404.000109,05/30/2017
13482,Neelix,LC,41.80,Gravitronic Polarization Sequencer,251.00,7.82,1.81,1962.82,454.31,1010.36034,3427.49034,07/20/2017
13483,Donna Noble,CA,39.49,Starboard Molecular Transference Grid,196.00,31.46,2.66,6166.16,521.36,2640.901648,9328.421648,05/03/2018
13484,Pavel Chekov,DO,42.90,Central Frequency Conduit,116.00,22.63,0.45,2625.08,52.20,1148.55312,3825.83312,01/03/2017
13493,Jabba the Hutt,TM,-7.23,Molten Lava,304.00,809.23,53.90,246005.92,16385.60,-18970.906896,243420.613104,09/11/2017
13500,Boba Fett,FO,33.19,Tachyon Frequency Matrix,196.00,56.87,1.00,11146.52,196.00,3764.582388,15107.102388,09/05/2017
13501,Darth Maul,FH,-4.94,Starboard Duotronic Transition Multiplexer,110.00,20.41,3.99,2245.10,438.90,-132.589600,2551.410400,01/04/2018
